code,chapter_prefix,chapter_name,parent,title,description,synonyms,level
A82,A,Certain infectious and parasitic diseases,,Sepsis (category),Sepsis within Certain infectious and parasitic diseases. Category-level grouping.,sepsis|Sepsis disorder|Sepsis disease,category
M69.037,M,Diseases of the musculoskeletal system and connective tissue,M69,Low back pain - variant 037,Low back pain - variant 037 specific presentation or complication.,low back pain - variant 037|low|unspecified,leaf
M54.037,M,Diseases of the musculoskeletal system and connective tissue,M54,Osteoporosis - variant 037,Osteoporosis - variant 037 specific presentation or complication.,osteoporosis - variant 037|osteoporosis|unspecified,leaf
N32.037,N,Diseases of the genitourinary system,N32,CKD - variant 037,CKD - variant 037 specific presentation or complication.,ckd - variant 037|ckd|unspecified,leaf
N24.037,N,Diseases of the genitourinary system,N24,UTI - variant 037,UTI - variant 037 specific presentation or complication.,uti - variant 037|uti|unspecified,leaf
N38.037,N,Diseases of the genitourinary system,N38,Nephrolithiasis - variant 037,Nephrolithiasis - variant 037 specific presentation or complication.,nephrolithiasis - variant 037|nephrolithiasis|unspecified,leaf
N48.037,N,Diseases of the genitourinary system,N48,Prostate disorder - variant 037,Prostate disorder - variant 037 specific presentation or complication.,prostate disorder - variant 037|prostate|unspecified,leaf
N77.037,N,Diseases of the genitourinary system,N77,Gynecologic disorder - variant 037,Gynecologic disorder - variant 037 specific presentation or complication.,gynecologic disorder - variant 037|gynecologic|unspecified,leaf
A82.038,A,Certain infectious and parasitic diseases,A82,Sepsis - variant 038,Sepsis - variant 038 specific presentation or complication.,sepsis - variant 038|sepsis|unspecified,leaf
A79.038,A,Certain infectious and parasitic diseases,A79,Viral infection - variant 038,Viral infection - variant 038 specific presentation or complication.,viral infection - variant 038|viral|unspecified,leaf
A25.038,A,Certain infectious and parasitic diseases,A25,Bacterial infection - variant 038,Bacterial infection - variant 038 specific presentation or complication.,bacterial infection - variant 038|bacterial|unspecified,leaf
A26.038,A,Certain infectious and parasitic diseases,A26,Mycosis - variant 038,Mycosis - variant 038 specific presentation or complication.,mycosis - variant 038|mycosis|unspecified,leaf
A73.038,A,Certain infectious and parasitic diseases,A73,Parasitic disease - variant 038,Parasitic disease - variant 038 specific presentation or complication.,parasitic disease - variant 038|parasitic|unspecified,leaf
C19.038,C,Neoplasms,C19,Malignant neoplasm of organ - variant 038,Malignant neoplasm of organ - variant 038 specific presentation or complication.,malignant neoplasm of organ - variant 038|malignant|unspecified,leaf
C76.038,C,Neoplasms,C76,Benign neoplasm - variant 038,Benign neoplasm - variant 038 specific presentation or complication.,benign neoplasm - variant 038|benign|unspecified,leaf
C23.038,C,Neoplasms,C23,In situ neoplasm - variant 038,In situ neoplasm - variant 038 specific presentation or complication.,in situ neoplasm - variant 038|in|unspecified,leaf
C25.038,C,Neoplasms,C25,Neoplasm of uncertain behavior - variant 038,Neoplasm of uncertain behavior - variant 038 specific presentation or complication.,neoplasm of uncertain behavior - variant 038|neoplasm|unspecified,leaf
E25.038,E,"Endocrine, nutritional and metabolic diseases",E25,Type 2 diabetes - variant 038,Type 2 diabetes - variant 038 specific presentation or complication.,type 2 diabetes - variant 038|type|unspecified,leaf
E90.038,E,"Endocrine, nutritional and metabolic diseases",E90,Thyroid disorder - variant 038,Thyroid disorder - variant 038 specific presentation or complication.,thyroid disorder - variant 038|thyroid|unspecified,leaf
E19.038,E,"Endocrine, nutritional and metabolic diseases",E19,Lipid disorder - variant 038,Lipid disorder - variant 038 specific presentation or complication.,lipid disorder - variant 038|lipid|unspecified,leaf
E22.038,E,"Endocrine, nutritional and metabolic diseases",E22,Obesity - variant 038,Obesity - variant 038 specific presentation or complication.,obesity - variant 038|obesity|unspecified,leaf
E89.038,E,"Endocrine, nutritional and metabolic diseases",E89,Electrolyte imbalance - variant 038,Electrolyte imbalance - variant 038 specific presentation or complication.,electrolyte imbalance - variant 038|electrolyte|unspecified,leaf
F64.038,F,Mental and behavioural disorders,F64,Major depressive disorder - variant 038,Major depressive disorder - variant 038 specific presentation or complication.,major depressive disorder - variant 038|major|unspecified,leaf
F62.038,F,Mental and behavioural disorders,F62,Anxiety disorder - variant 038,Anxiety disorder - variant 038 specific presentation or complication.,anxiety disorder - variant 038|anxiety|unspecified,leaf
F91.038,F,Mental and behavioural disorders,F91,Substance use disorder - variant 038,Substance use disorder - variant 038 specific presentation or complication.,substance use disorder - variant 038|substance|unspecified,leaf
F26.038,F,Mental and behavioural disorders,F26,Schizophrenia spectrum - variant 038,Schizophrenia spectrum - variant 038 specific presentation or complication.,schizophrenia spectrum - variant 038|schizophrenia|unspecified,leaf
G13.038,G,Diseases of the nervous system,G13,Epilepsy - variant 038,Epilepsy - variant 038 specific presentation or complication.,epilepsy - variant 038|epilepsy|unspecified,leaf
G59.038,G,Diseases of the nervous system,G59,Parkinsonism - variant 038,Parkinsonism - variant 038 specific presentation or complication.,parkinsonism - variant 038|parkinsonism|unspecified,leaf
G97.038,G,Diseases of the nervous system,G97,Migraine - variant 038,Migraine - variant 038 specific presentation or complication.,migraine - variant 038|migraine|unspecified,leaf
G64.038,G,Diseases of the nervous system,G64,Neuropathy - variant 038,Neuropathy - variant 038 specific presentation or complication.,neuropathy - variant 038|neuropathy|unspecified,leaf
I37.038,I,Diseases of the circulatory system,I37,Hypertensive disease - variant 038,Hypertensive disease - variant 038 specific presentation or complication.,hypertensive disease - variant 038|hypertensive|unspecified,leaf
I55.038,I,Diseases of the circulatory system,I55,Ischemic heart disease - variant 038,Ischemic heart disease - variant 038 specific presentation or complication.,ischemic heart disease - variant 038|ischemic|unspecified,leaf
I38.038,I,Diseases of the circulatory system,I38,Heart failure - variant 038,Heart failure - variant 038 specific presentation or complication.,heart failure - variant 038|heart|unspecified,leaf
I66.038,I,Diseases of the circulatory system,I66,Cerebrovascular disease - variant 038,Cerebrovascular disease - variant 038 specific presentation or complication.,cerebrovascular disease - variant 038|cerebrovascular|unspecified,leaf
I22.038,I,Diseases of the circulatory system,I22,Arrhythmia - variant 038,Arrhythmia - variant 038 specific presentation or complication.,arrhythmia - variant 038|arrhythmia|unspecified,leaf
J52.038,J,Diseases of the respiratory system,J52,Pneumonia - variant 038,Pneumonia - variant 038 specific presentation or complication.,pneumonia - variant 038|pneumonia|unspecified,leaf
J60.038,J,Diseases of the respiratory system,J60,Asthma - variant 038,Asthma - variant 038 specific presentation or complication.,asthma - variant 038|asthma|unspecified,leaf
J35.038,J,Diseases of the respiratory system,J35,COPD - variant 038,COPD - variant 038 specific presentation or complication.,copd - variant 038|copd|unspecified,leaf
J18.038,J,Diseases of the respiratory system,J18,Respiratory failure - variant 038,Respiratory failure - variant 038 specific presentation or complication.,respiratory failure - variant 038|respiratory|unspecified,leaf
K13.038,K,Diseases of the digestive system,K13,Gastritis - variant 038,Gastritis - variant 038 specific presentation or complication.,gastritis - variant 038|gastritis|unspecified,leaf
K19.038,K,Diseases of the digestive system,K19,Peptic ulcer - variant 038,Peptic ulcer - variant 038 specific presentation or complication.,peptic ulcer - variant 038|peptic|unspecified,leaf
K26.038,K,Diseases of the digestive system,K26,Liver disease - variant 038,Liver disease - variant 038 specific presentation or complication.,liver disease - variant 038|liver|unspecified,leaf
K20.038,K,Diseases of the digestive system,K20,Pancreatic disorder - variant 038,Pancreatic disorder - variant 038 specific presentation or complication.,pancreatic disorder - variant 038|pancreatic|unspecified,leaf
K36.038,K,Diseases of the digestive system,K36,IBD - variant 038,IBD - variant 038 specific presentation or complication.,ibd - variant 038|ibd|unspecified,leaf
M80.038,M,Diseases of the musculoskeletal system and connective tissue,M80,Osteoarthritis - variant 038,Osteoarthritis - variant 038 specific presentation or complication.,osteoarthritis - variant 038|osteoarthritis|unspecified,leaf
M74.038,M,Diseases of the musculoskeletal system and connective tissue,M74,Rheumatoid arthritis - variant 038,Rheumatoid arthritis - variant 038 specific presentation or complication.,rheumatoid arthritis - variant 038|rheumatoid|unspecified,leaf
M69.038,M,Diseases of the musculoskeletal system and connective tissue,M69,Low back pain - variant 038,Low back pain - variant 038 specific presentation or complication.,low back pain - variant 038|low|unspecified,leaf
M54.038,M,Diseases of the musculoskeletal system and connective tissue,M54,Osteoporosis - variant 038,Osteoporosis - variant 038 specific presentation or complication.,osteoporosis - variant 038|osteoporosis|unspecified,leaf
N32.038,N,Diseases of the genitourinary system,N32,CKD - variant 038,CKD - variant 038 specific presentation or complication.,ckd - variant 038|ckd|unspecified,leaf
N24.038,N,Diseases of the genitourinary system,N24,UTI - variant 038,UTI - variant 038 specific presentation or complication.,uti - variant 038|uti|unspecified,leaf
N38.038,N,Diseases of the genitourinary system,N38,Nephrolithiasis - variant 038,Nephrolithiasis - variant 038 specific presentation or complication.,nephrolithiasis - variant 038|nephrolithiasis|unspecified,leaf
N48.038,N,Diseases of the genitourinary system,N48,Prostate disorder - variant 038,Prostate disorder - variant 038 specific presentation or complication.,prostate disorder - variant 038|prostate|unspecified,leaf
N77.038,N,Diseases of the genitourinary system,N77,Gynecologic disorder - variant 038,Gynecologic disorder - variant 038 specific presentation or complication.,gynecologic disorder - variant 038|gynecologic|unspecified,leaf
A82.039,A,Certain infectious and parasitic diseases,A82,Sepsis - variant 039,Sepsis - variant 039 specific presentation or complication.,sepsis - variant 039|sepsis|unspecified,leaf
A79.039,A,Certain infectious and parasitic diseases,A79,Viral infection - variant 039,Viral infection - variant 039 specific presentation or complication.,viral infection - variant 039|viral|unspecified,leaf
A25.039,A,Certain infectious and parasitic diseases,A25,Bacterial infection - variant 039,Bacterial infection - variant 039 specific presentation or complication.,bacterial infection - variant 039|bacterial|unspecified,leaf
A26.039,A,Certain infectious and parasitic diseases,A26,Mycosis - variant 039,Mycosis - variant 039 specific presentation or complication.,mycosis - variant 039|mycosis|unspecified,leaf
A73.039,A,Certain infectious and parasitic diseases,A73,Parasitic disease - variant 039,Parasitic disease - variant 039 specific presentation or complication.,parasitic disease - variant 039|parasitic|unspecified,leaf
C19.039,C,Neoplasms,C19,Malignant neoplasm of organ - variant 039,Malignant neoplasm of organ - variant 039 specific presentation or complication.,malignant neoplasm of organ - variant 039|malignant|unspecified,leaf
C76.039,C,Neoplasms,C76,Benign neoplasm - variant 039,Benign neoplasm - variant 039 specific presentation or complication.,benign neoplasm - variant 039|benign|unspecified,leaf
